unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
229957,129,68,53,54,3332.4324,3,5400,164,103,63,69,2178.8872,4,3434.25,220,134,61,75,2814.74,0,0,244,145,59,78,3649.708,0,0,160,86,54,53,2511.6086,7,3421.3333,82,41,50,54,3163.2273,10,4952.25
230010,1473,330,22,30,4021.8469,2,908.57141,1660,262,16,26,3512.2173,2,750,1716,229,13,26,3782.6611,13,655,1487,198,13,33,3064.2461,23,2092.1086,1554,202,13,35,3486.8311,6,902.69232,1600,211,13,25,4953.3652,7,1209.5714
230038,30475,5178,17,16,4743.6299,1,2132.0313,30686,5552,18,18,3983.0908,1,2035.7142,31060,5430,17,17,3786.7871,1,1767,27765,4366,16,15,4006.135,0,1569.7646,27163,4014,15,16,4024.2551,1,2857.1428,30221,5036,17,14,4041.6917,0,2576
230047,2931,541,18,25,2207.2031,0,0,2952,459,16,21,4127.3438,0,0,3166,498,16,22,3786.1965,0,0,2882,510,18,19,4209.6431,0,0,2787,518,19,21,4069,0,0,2718,515,19,22,4068.9824,0,0
230056,701,29,4,76,3709.1365,0,0,495,8,2,50,4837.5,0,0,335,14,4,93,4228.3076,7,1000,229,21,9,90,4520.5264,0,0,215,21,10,90,4402.1055,0,0,155,23,15,83,4435.4736,4,1000
230065,449,153,34,48,4404.3379,2,3027,424,77,18,47,3477.9722,4,5216.3335,413,29,7,38,3502.3635,0,0,356,25,7,16,4857.5,0,0,309,10,3,70,4624,10,8500,278,26,9,58,4566.0669,0,0
230092,2634,562,21,56,4322.7798,13,974.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230135,85,35,41,51,4022.2222,0,0,82,38,46,68,4825,0,0,84,40,48,65,4038.4614,0,0,87,41,47,73,4300,0,0,75,33,44,85,4300,0,0,63,35,56,80,4500,0,0
230144,81,52,64,73,3600,0,0,81,55,68,71,4358.9741,0,0,84,45,54,71,4531.25,0,0,60,48,80,73,4000,0,0,64,32,50,94,2685.5334,0,0,39,9,23,67,5775,0,0
230162,8460,274,3,26,4308.8057,26,477.90277,7497,254,3,16,4478.3252,47,902.51263,7215,185,3,17,4029.125,15,1081.5714,5758,149,3,19,4472.1069,1,630,5956,188,3,31,1403.2587,1,799,6024,273,5,48,1146.5385,1,785.66669
230171,8553,1478,17,53,4862.7539,32,2886.0125,9044,1561,17,52,4318.7119,37,3042.4517,8840,1577,18,48,4028.5291,42,3051.3159,8326,1389,17,50,3913.0144,45,3347.1975,8570,1620,19,44,4329.6982,46,3562.2949,8503,1440,17,41,4394.3853,46,3603.9478
230199,89,28,31,43,2938,36,3600,86,27,31,67,3618.0557,44,3200,85,25,29,68,2941.1765,40,2012,73,20,27,70,5200,0,0,75,30,40,67,4946.6499,0,0,50,20,40,40,3464.75,0,0
230205,50,34,68,59,2714.55,0,0,55,49,89,73,3662.5833,0,0,55,43,78,53,3893.0869,0,0,60,46,77,52,3862.625,0,0,52,17,33,41,3647.1428,0,0,42,23,55,39,2917.7778,0,0
230214,492,138,28,59,4863.9507,1,2685,492,111,23,58,4194.7344,3,3133.3333,433,95,22,47,4150,0,0,418,71,17,59,4014.6904,0,0,405,53,13,57,4725.8335,0,0,386,47,12,47,4595.0454,0,0
230223,52,24,46,63,3252.2666,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230366,457,63,14,83,4907.981,5,4161.3335,375,54,14,89,5204.2085,6,4748.3335,262,55,21,87,4511.396,0,0,290,60,21,83,5232.1201,0,0,238,31,13,87,4990.6665,0,0,353,59,17,66,5125.6411,3,1000
230384,868,76,9,72,5009.8184,0,0,734,32,4,78,3943.5601,0,0,575,32,6,75,4226.7915,0,0,471,53,11,66,4735.2856,0,0,417,53,13,85,4345.6221,0,0,,,,,,,
230418,1809,446,25,35,3706.7871,7,413.79309,1987,403,20,31,4079.1208,2,815.22223,2191,497,23,30,3846.8582,1,400,2034,340,17,33,4157.23,0,300,2006,318,16,28,4266,1,333.33334,2154,488,23,25,4497.918,1,466.66666
230472,528,43,8,88,4960.4473,0,0,393,24,6,96,4802.9565,0,0,374,27,7,93,4626.2402,0,0,404,37,9,84,5401.7417,0,0,,,,,,,,,,,,,,
230490,4960,476,10,39,5105.2031,1,800,4904,421,9,40,4904.1079,2,396.5,4065,297,7,47,4384.856,6,749.47369,4004,146,4,72,2923.4475,3,452,4146,172,4,46,4388.8989,1,750,4372,230,5,30,3780.6572,1,1500
230597,4386,1355,31,41,4398.2798,14,308.17459,4465,1382,31,40,5397.7402,14,292.78351,4599,1426,31,44,4072.0872,9,409.37796,4605,1324,29,43,4074.4956,4,430.61224,4779,1475,31,38,4446.8931,2,357.65714,5111,1445,28,38,4827.8179,3,569.38776
230603,7236,1322,18,35,4455.501,3,416.47369,7166,1192,17,37,4293.1997,6,371.42856,7633,1198,16,36,4253.251,11,1551.7441,7017,1211,17,37,4349.98,11,1747.1769,6953,1168,17,39,4361.6636,12,1904.8148,8035,1403,17,33,4329.208,15,2146.1279
230621,480,444,93,61,1946.7435,0,0,475,439,92,55,2386,0,0,460,270,59,78,2621.0286,0,0,402,131,33,76,3992.3232,0,0,321,27,8,78,4272.4761,0,0,226,30,13,77,4281.9565,0,0
230630,808,134,17,88,5418.6948,0,0,575,44,8,98,4646.5581,2,3500,475,41,9,93,4990.5791,0,0,346,101,29,75,4197.6187,0,0,270,20,7,70,6030.9287,0,0,189,13,7,62,4143.75,0,0
230676,1036,298,29,3,4080.2,19,2765.0173,2082,297,14,4,3814.9092,20,2511.6611,1854,237,13,6,2769.5334,28,2980.7727,2270,212,9,4,3734.75,0,0,2079,149,7,3,4011,0,0,2304,127,6,2,4872.5,0,0
230728,22100,3069,14,31,4532.3247,53,5548.8218,25516,3455,14,34,4024.1992,10,2687.1516,25445,3384,13,32,4278.6523,9,2414.283,24385,3564,15,31,4032.2695,4,1317.3734,24271,3696,15,33,4135.7861,5,1131.8218,25259,4292,17,30,4146.6636,18,2153.9609
230737,32573,3196,10,46,4713.1138,4,1307.9512,33246,3252,10,48,4691.9092,2,1184.4259,31405,2833,9,40,4544.8813,3,2328.2346,30370,2455,8,39,4869.3706,12,2763.0964,31163,2637,8,36,4777.8291,14,3349.9973,33026,3164,10,31,4849.7617,16,3587.1533
230746,35290,2349,7,47,4849.7373,4,804.09521,33875,1526,5,57,4383.2559,2,896.63336,29997,1401,5,56,4468.1387,4,840.36066,31627,1332,4,57,4420.4697,4,888.27118,30218,1176,4,55,4722.5278,5,832.54718,28957,1393,5,46,4423.0591,6,1056.5116
230764,22241,2916,13,20,5507.1807,8,2042.3807,24297,2872,12,24,4354.3228,8,2090.3962,24840,3079,12,24,4168.7422,13,1840.3925,24492,2790,11,25,4361.374,15,1969.1387,23895,2862,12,27,4434.2173,18,3291.99,23794,3086,13,24,4586.6694,31,2230.5298
230782,23401,2186,9,37,4173.4883,3,1497.2727,24617,1848,8,38,4009.5532,0,1835.5555,25868,1939,7,39,3838.9919,2,1576.3954,24498,1837,7,41,3879.0342,2,530.26318,25316,2168,9,41,4101.8867,4,1010.6854,25318,2131,8,37,4075.6187,2,1483.5
230807,2343,538,23,29,4860.186,2,1263.8462,2549,509,20,26,4177.3882,0,0,2526,495,20,27,4605.2075,2,2116.6667,2295,446,19,25,4262.5,0,0,2233,482,22,26,4591.4175,0,1000,2159,464,21,27,4910.395,7,2736.3635
230816,668,168,25,24,6956.3501,9,1350.9333,686,212,31,20,5634.7144,7,858.79999,688,197,29,19,6176.3687,4,1333.25,619,140,23,21,6154.6895,4,2370,660,192,29,21,5767.3501,4,1082,704,215,31,18,6083.7104,3,557.14288
230825,193,31,16,52,5100,52,2928.125,185,35,19,57,5065.2998,40,4164.2856,198,36,18,50,5034.5557,33,2791.6667,212,40,19,53,5383.3809,30,4447.9165,189,30,16,43,2934.2307,47,1796.5714,,,,,,,
230834,2068,498,24,37,4458.4326,33,1173.4573,2035,446,22,35,4085,32,1300.1772,2051,470,23,34,4464.5776,35,1394.4049,2066,480,23,32,4253.4155,35,1229.0411,1985,372,19,38,5084.1787,37,1254.0441,1950,445,23,36,5092.0444,40,1619.0057
230852,2749,658,24,22,5292.9307,16,2625.2451,2690,488,18,25,4737.5283,33,1190.3125,2793,601,22,25,4835.0132,17,2469.5347,2898,594,20,25,4981.0342,16,2821.1382,3124,630,20,23,4667.4932,14,2202.1279,3400,553,16,23,4857.752,15,3599.9158
230861,6738,341,5,59,4031.75,41,657.51801,6081,282,5,54,3967.0654,45,755.3125,5815,267,5,56,4137.8135,46,679.75409,6194,232,4,63,4121.3696,59,639.56207,6019,235,4,60,4716.3594,49,701.97369,5983,180,3,56,4605.3071,52,788.17206
230889,287,8,3,38,5366.6665,13,1250,250,7,3,29,4819,0,0,244,7,3,57,4912.5,0,0,209,2,1,50,3336,0,0,191,5,3,20,7230,20,3000,184,6,3,67,6300,33,500
230898,710,174,25,40,7247.9131,18,2009.1936,646,140,22,43,6172.7002,23,2400.6875,637,180,28,41,6887.5542,16,2027.9642,590,135,23,41,6761.1089,10,1978.7693,573,131,23,39,6995.2939,11,1787.8667,596,132,22,45,6910.1187,23,3704.1667
230913,1676,253,15,55,4435.3164,49,1354.9838,1682,273,16,53,4402.9175,43,1353.6239,1570,236,15,53,4751.627,43,1555.0785,1486,224,15,43,4179.6772,34,1594.6842,1410,221,16,59,5139.6489,48,1488.7664,1333,204,15,65,4699.5908,56,1682.8246
230931,1323,325,25,48,4486.5835,45,1176.3494,1352,378,28,46,4426.9941,34,1221.2969,1401,334,24,47,4093.9241,35,1191.3276,1415,361,26,35,4267.1016,30,1239.5454,1392,294,21,42,4580.2905,40,1341.6581,1201,267,22,42,4897.7256,36,1423.2106
230940,279,53,19,32,5007,4,263,291,62,21,29,5072.2222,16,1497.8,237,48,20,23,6454.5454,8,813.5,260,45,17,38,5745.1763,22,2286.6001,230,47,20,40,5209.3687,13,3234.3333,189,35,19,46,5203.5,14,2020
230959,2532,577,23,10,7244.8477,3,933.77777,2507,602,24,10,6059.1802,2,1455.6923,2474,598,24,12,5530.1372,3,1424.4706,2495,625,25,16,5669.1299,2,1604.4286,2526,580,23,15,6154.9438,2,1540,2542,589,23,17,5498,2,1527.2727
230977,780,207,27,47,4319.4639,19,2179.625,685,298,44,42,4050.136,22,3146.9231,665,279,42,35,3875.7246,12,2866.8181,562,325,58,31,3511.5842,14,2052.3635,534,109,20,48,3962.5769,19,3250.0476,450,70,16,46,4318.2188,26,2834.3889
230995,2262,712,31,31,6842.689,14,1669.2427,2339,604,26,26,6118.8013,12,1769.5068,2272,592,26,28,6013.8652,11,1737.9706,2456,571,23,34,5452.2207,13,1508.6666,2496,653,26,31,5823.1035,15,1294.9166,2705,580,21,31,6190.7002,11,1401.4426
231004,78,44,56,86,4668.2896,73,2670.7813,96,66,69,53,3788.457,56,2671.8918,98,67,68,61,3588.2927,42,2855.1785,95,53,56,53,4725.0713,43,3782.3914,69,57,83,86,4621.8569,40,7082.1738,131,70,53,69,5128.125,7,8412.4004
231059,1899,548,29,19,6217.2939,16,2077.0588,2002,542,27,18,5356.271,9,2636.8401,1971,544,28,22,5501.7227,18,2171.3918,1998,506,25,16,5540.395,9,1837.9166,2123,574,27,20,5251.6372,13,1608.9041,1997,463,23,14,5333.0771,9,1732.186
231077,247,52,21,58,5195.5669,54,4279.4644,237,41,17,71,4183.6206,61,4756.2002,179,24,13,75,5062.3887,50,5060.4165,176,34,19,79,4687.8887,62,4128.8096,246,84,34,69,4416.7241,36,3508,230,39,17,79,4748,49,4188.4209
231086,493,107,22,50,3881.2964,35,3300,532,147,28,63,4354.9893,56,2657.1807,555,163,29,73,3035.084,17,1840.3214,480,94,20,51,4983.146,12,2138.8181,455,90,20,57,5901.0786,34,5052.9033,475,104,22,40,4383.6431,36,3500.5405
231095,105,16,15,44,6100,25,1531.5,98,20,20,45,3596.4443,40,4068.75,96,16,17,63,4167.5,44,2442.8572,116,17,15,59,4880.2998,35,1425,113,21,19,52,4771.7271,33,3330.2856,117,25,21,44,4250.0908,16,1887.5
231147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,
231165,1656,266,16,46,4166.7129,48,1479,1617,250,15,44,4240.7388,45,1657.4733,1640,216,13,52,3924.3928,52,1547.6372,1543,191,12,41,4301.7437,45,1628.1294,1542,200,13,39,4285.3506,51,1723.8235,1559,212,14,35,4553.6802,44,2063
231174,11593,2458,21,22,5745.29,17,2258.1099,11482,2412,21,21,5239.1528,16,2434.0894,11211,2357,21,20,5256.457,16,2414.5039,10912,2483,23,18,5012.5161,16,2748.0586,10992,2286,21,19,6822.4253,15,2749.4336,10973,2387,22,16,5328.2598,12,2856.948
231280,162,105,65,62,3650.6155,1,4552,129,83,64,71,3513.9492,0,0,145,112,77,66,3689.6621,0,0,158,148,94,47,3486.4927,0,0,114,107,94,34,3810.0833,0,0,105,25,24,64,4807.875,0,0
231411,1040,230,22,58,4912.3081,0,0,841,153,18,45,4896.2607,2,7533.3335,787,179,23,54,5070.9795,6,6650,824,168,20,54,5128.7666,4,6271.4287,717,236,33,48,5060.1152,2,5880,633,132,21,68,4852.6445,0,0
231420,922,264,29,47,4667.896,47,3139.1128,877,252,29,49,4067.3467,58,3394.6575,892,257,29,58,3932.4934,53,3072.3704,877,235,27,56,3275.3435,83,538.45917,852,213,25,59,4083.064,56,3504.5833,874,265,30,48,4083.6851,55,2782.1919
231536,4983,564,11,46,4187.8496,19,1163.2572,4836,550,11,55,3884.5066,23,1636.928,4694,454,10,50,4046.4824,19,1649.9204,4437,554,12,54,4148.5898,20,1379.4159,4388,552,13,55,4194.7813,26,893.75177,4192,465,11,47,4190.188,23,1356.8953
231554,696,112,16,45,4172.8599,69,2395.6494,763,153,20,55,4017.762,61,2414.1914,831,136,16,50,4204.4414,64,2560.8276,837,120,14,51,4470.082,63,2942.6973,928,158,17,58,4156.8804,58,2819.5217,959,150,16,42,4653.7461,59,2806.4546
